planet_name,mass,radius,orbital_period,semi_major_axis,eccentricity,star_teff,star_mass,star_radius,distance_pc,hz_inner_au,hz_outer_au,earth_sized,in_hz,habitability_label
Kepler-1917 Ab,,0.16853,12.90240002,0.103,0.0,5229.22,0.89,0.867,909.037,0.045354914215242126,0.10703759754797143,False,True,0
Kepler-1918 b,,0.20493,47.0564003,0.2524,0.0,5376.0,0.93,0.8085,1030.11,0.04411659682154547,0.1041151684988473,False,False,0
Kepler-1919 b,,0.2341,37.88660049,0.2107,0.0,5257.0,0.9,0.879,1177.53,0.045115241489942635,0.10647196991626462,False,False,0
Kepler-191 b,,0.12,9.939632,0.087,,5282.0,0.85,0.79,604.75,0.04490170854082326,0.10596803215634289,False,True,0
Kepler-191 c,,0.166,17.738506,0.128,,5282.0,0.85,0.79,604.75,0.04490170854082326,0.10596803215634289,False,False,0
Kepler-1920 b,,0.26354,30.2541008,0.2043,0.0,5873.66,1.06,1.084,885.913,0.0403787118274855,0.09529375991286577,False,False,0
Kepler-1921 b,,0.25819,20.03479958,0.1557,0.0,6156.49,1.17,2.22,928.989,0.038523708235151596,0.09091595143495777,False,False,0
Kepler-1921 c,,0.15051,3.157219887,0.0454,0.0,6156.49,1.17,2.22,928.989,0.038523708235151596,0.09091595143495777,False,True,0
Kepler-1922 Ab,,0.2043,13.22259998,0.1077,0.0,5626.42,1.0,1.254,1344.29,0.04215306082955564,0.09948122355775131,False,False,0
Kepler-1923 b,,0.17477,52.60969925,0.2846,0.0,5500.42,0.967,1.013,355.256004,0.04311867539435687,0.10176007393068222,False,False,0
Kepler-1924 Ab,,0.23678,15.33170033,0.1216,0.0,5683.3,1.01,1.736,1910.77,0.04173118162205557,0.09848558862805115,False,False,0
Kepler-1925 b,,0.27,46.71640015,0.2588,0.0,5731.0,1.02,1.544,1771.31,0.041383846538584616,0.09766587783105969,False,False,0
Kepler-1926 Ab,,0.20653,42.87770081,0.2197,0.0,4991.0,0.83,0.6348,667.405,0.047519700363179415,0.11214649285710342,False,False,0
Kepler-1927 Ab,,0.30387,73.75039673,0.3859,0.0,6002.51,1.11,2.254,1091.0,0.03951194158987297,0.0932481821521002,False,False,0
Kepler-1928 b,,0.17772,19.57783,0.194,0.43,5720.0,1.01,0.92,326.362,0.041463430858851125,0.09785369682688866,False,False,0
Kepler-1929 Ab,,0.27407,59.36249924,0.2987,0.0,5686.6,1.01,2.038,508.201,0.04170696453287173,0.09842843629757729,False,False,0
Kepler-192 Ab,,0.244,9.926746,0.09,,5479.0,,1.01,664.14,0.04328724667140508,0.10215790214451599,False,True,0
Kepler-192 Ac,,0.249,21.2234,0.15,,5479.0,,1.01,664.14,0.04328724667140508,0.10215790214451599,False,False,0
Kepler-1930 b,,0.13641,13.02680016,0.1025,0.0,4957.62,0.817,0.757,275.694,0.04783965380820403,0.11290158298736151,False,True,0
Kepler-1931 b,,0.23669,38.5760994,0.2356,0.0,6205.12,1.19,1.493,620.091,0.03822179498746655,0.09020343617042106,False,False,0
Kepler-1932 Ab,,0.135142,0.524177015,0.014228,0.0,5120.0,0.86,0.847,713.733,0.04632242666262275,0.10932092692378968,False,False,0
Kepler-1933 Ab,,0.105256,4.943290234,0.0561,0.0,5742.17,1.026,0.884,328.007,0.04130334429538457,0.09747589253710759,False,True,0
Kepler-1934 b,,0.08145,1.419759989,0.0245,0.0,5859.78,1.059,1.099,428.514,0.04047435646263656,0.09551948125182227,False,False,0
Kepler-1935 Ab,,0.223,3.951400042,0.0463,0.0,5598.0,0.99,1.284,904.702,0.042367064042984716,0.09998627114144393,False,True,0
Kepler-1936 b,,0.28245,126.5569992,0.5548,0.0,6397.79,1.28,1.376,871.096,0.037070742320805844,0.0874869518771018,False,False,0
Kepler-1937 Ab,,0.2694,9.688599586,0.0943,0.0,6169.0,1.18,1.113,905.069,0.03844558672598937,0.0907315846733349,False,False,0
Kepler-1938 b,,0.16308,13.06260014,0.0938,0.0,4582.0,0.724,0.751,421.152,0.0517614195793602,0.12215695020729007,False,True,0
Kepler-1939 Ab,,0.103917,2.790659904,0.0334,0.0,4525.59,0.6417,0.712,189.833,0.05240660875435654,0.12367959666028144,False,False,0
Kepler-193 b,,0.213,11.38848,0.106,,6335.0,,1.15,1038.87,0.03743817277231704,0.08835408774266822,False,False,0
Kepler-193 c,,0.245,50.697494,0.286,,6335.0,,1.15,1038.87,0.03743817277231704,0.08835408774266822,False,False,0
Kepler-1940 b,,0.13802,4.950610161,0.0525,0.0,5264.0,0.9,0.778,798.595,0.04505524781774856,0.1063303848498866,False,True,0
Kepler-1941 b,,0.23633,31.33510017,0.2054,0.0,6283.0,1.23,1.394,1494.39,0.037748022363938954,0.08908533277889592,False,False,0
Kepler-1942 Ab,,0.18887,4.626049995,0.0516,0.0,5630.0,1.0,0.964,842.492,0.042126256574179115,0.09941796551506273,False,True,0
Kepler-1943 Ab,,0.1381,4.850180149,0.0571,0.0,5732.29,1.02,1.69,1004.55,0.04137453347835306,0.09764389900891322,False,True,0
Kepler-1944 Ab,,0.24614,9.842579842,0.0918,0.0,5374.0,0.93,1.048,1076.48,0.04413301535404325,0.10415391623554209,False,True,0
Kepler-1945 Ab,,0.115,6.080039978,0.0597,0.0,4991.0,0.767,0.804,301.85,0.047519700363179415,0.11214649285710342,False,True,0
Kepler-1946 b,,0.22197,3.035190105,0.0394,0.0,5249.0,0.9,0.877,1002.12,0.04518400162176194,0.10663424382735819,False,False,0
Kepler-1947 b,,0.0901,6.963630199,0.0711,0.0,5992.88,1.104,1.33,468.771,0.039575433599976714,0.09339802329594506,False,True,0
Kepler-1948 Ab,,0.09207,15.57129955,0.1022,0.0,3932.0,0.611,0.799,193.903,0.060318114067301226,0.1423507491988309,False,True,0
Kepler-1949 Ab,,0.19797,2.208280087,0.0352,0.0,5930.28,1.08,2.15,2617.35,0.039993191638949335,0.09438393226792043,False,False,0
Kepler-194 b,,0.135,2.092281,0.032,,6089.0,,1.02,1133.48,0.038950702005687045,0.09192365673342143,False,False,0
Kepler-194 c,,0.231,17.308032,0.131,,6089.0,,1.02,1133.48,0.038950702005687045,0.09192365673342143,False,False,0
Kepler-194 d,,0.214,52.814973,0.275,,6089.0,,1.02,1133.48,0.038950702005687045,0.09192365673342143,False,False,0
Kepler-1950 Ab,,0.13623,10.77690029,0.0871,0.0,5526.06,0.97,0.843,697.253,0.04291861190660767,0.10128792409959411,False,True,0
Kepler-1951 b,,0.20707,20.65780067,0.1435,0.0,5391.0,0.94,2.04,1277.32,0.043993846134785464,0.1038254768780937,False,False,0
Kepler-1952 Ab,,0.11054,27.21080017,0.1724,0.0,5973.0,0.922,1.305,787.77,0.039707152940336256,0.09370888093919356,False,False,0
Kepler-1953 b,,0.114703,6.245659828,0.0607,0.0,4621.0,0.73,0.755,605.631,0.05132456708777936,0.1211259783271593,False,True,0
Kepler-1954 b,,0.16076,5.883430004,0.0625,0.0,5891.0,1.07,1.01,1373.83,0.04025985817562866,0.09501326529448365,False,True,0
Kepler-1955 b,,0.10402,14.26519966,0.117,0.0,5825.26,1.05,1.2789,449.351,0.040714204089195745,0.09608552165050196,False,False,0
Kepler-1956 b,,0.09715,5.943719864,0.0563,0.0,4191.0,0.656,0.569,360.468,0.056590509308668206,0.13355360196845698,False,False,0
Kepler-1957 Ab,,0.084192,2.186619997,0.0299,0.0,4709.51,0.75,0.752,460.899,0.05035997896015264,0.11884955034596022,False,False,0
Kepler-1958 Ab,,0.18298,9.328619957,0.0856,0.0,5474.0,0.96,1.11,1320.38,0.04332678562525182,0.10225121407559429,False,True,0
Kepler-1959 b,,0.10197,6.38669014,0.0617,0.0,4989.0,0.826,0.776,479.263,0.047538750152861985,0.11219145036075429,False,True,0
Kepler-195 b,,0.181,8.307872,0.077,,5329.0,,0.78,664.47,0.0445056904696244,0.10503342950831358,False,True,0
Kepler-195 c,,0.138,34.096863,0.197,,5329.0,,0.78,664.47,0.0445056904696244,0.10503342950831358,False,False,0
Kepler-1960 b,,0.1166,2.297940016,0.0354,0.0,5938.54,1.083,1.035,1527.56,0.039937564538190945,0.09425265231013062,False,False,0
Kepler-1961 b,,0.14435,5.604710102,0.0588,0.0,5171.0,0.88,0.907,1042.45,0.04586556265956845,0.10824272787658154,False,True,0
Kepler-1962 b,,0.10831,7.991459846,0.0783,0.0,5766.0,1.03,0.87,866.826,0.04113264386275207,0.09707303951609489,False,True,0
Kepler-1963 b,,0.0664088,1.962260008,0.0298,0.0,5470.0,0.96,0.826,492.847,0.043358468832290394,0.10232598644420533,False,False,0
Kepler-1964 b,,0.15889,2.440829992,0.0322,0.0,4803.0,0.752,0.698,681.92,0.049379726111311355,0.1165361536226948,False,False,0
Kepler-1965 Ab,,0.1208,41.86869812,0.2301,0.0,5542.49,0.976,0.993,521.791,0.042791385191967596,0.10098766905304353,False,False,0
Kepler-1966 Ab,,0.0985627,8.617429733,0.0763,0.0,4764.58,0.77,0.7644,484.601,0.04977790791898309,0.11747586268880009,False,True,0
Kepler-1967 b,,0.0651464,7.281690121,0.0735,0.0,4813.0,0.779,0.749,249.102,0.04927712954760616,0.11629402573235054,False,True,0
Kepler-1968 b,,0.134,7.281099796,0.0696,0.0,4748.0,0.76,0.7,750.93,0.049951732205692594,0.11788608800543453,False,True,0
Kepler-1969 Ab,,0.14997,6.647520065,0.0717,0.0,5591.0,0.99,0.865,1204.54,0.04242010812245187,0.10011145516898642,False,True,0
Kepler-196 b,,0.17,20.739886,0.138,,5128.0,,0.78,457.26,0.046250160786394,0.10915037945588983,False,False,0
Kepler-196 c,,0.2,47.427737,0.24,,5128.0,,0.78,457.26,0.046250160786394,0.10915037945588983,False,False,0
Kepler-196 d,,0.2373,122.0800018,0.4484,,5128.0,,0.78,457.26,0.046250160786394,0.10915037945588983,False,False,0
Kepler-1971 b,0.00107,0.0455,0.412,0.008,0.0,3515.0,0.41,0.4,170.66,0.06747391878026414,0.15923844832142336,False,False,0
Kepler-1972 b,0.00636,0.07155,7.54425,0.0794,0.067,5818.0,1.12,1.384,287.339,0.040765009369650815,0.09620542211237593,False,True,0
Kepler-1972 c,0.00664,0.07744,11.3295,0.1025,0.043,5818.0,1.12,1.384,287.339,0.040765009369650815,0.09620542211237593,False,False,0
Kepler-1973 Ab,0.0544,0.384,4.2881785,0.0504,0.12,5295.0,0.928,0.818,252.667,0.04479146827433965,0.10570786512744157,False,True,0
Kepler-1974 b,,0.1981,6.8430341,0.0678,,5225.0,0.883,0.827,,0.045391545361268604,0.1071240470525939,False,True,0
Kepler-1976 b,,1.09,4.959319244,0.0565,0.0,5734.0,1.02,1.062,1314.51,0.04136219471793311,0.09761477953432214,True,True,1
Kepler-1977 b,,0.1624,4.537000179,0.0486,0.0,4606.75,0.73,0.706,592.711,0.05148332870518879,0.12150065574424555,False,False,0
Kepler-1978 b,,0.27,10.84969997,0.0914,0.0,5155.0,0.87,0.889,865.512,0.04600791940109184,0.10857868978657674,False,True,0
Kepler-1979 Ab,,0.38559,18.50849915,0.1383,0.0,5690.05,1.01,0.923,1076.27,0.04168167670101817,0.09836875701440288,False,False,0
Kepler-197 Ab,,0.09921,5.59931543,0.0586,0.02,5963.52,1.093,1.2094,330.575,0.039770274018135,0.0938578466827986,False,True,0
Kepler-197 Ac,0.017,0.11669,10.34973276,0.0883,0.08,5963.52,1.093,1.2094,330.575,0.039770274018135,0.0938578466827986,False,True,0
Kepler-197 Ad,,0.10625,15.67750191,0.1164,0.03,5963.52,1.093,1.2094,330.575,0.039770274018135,0.0938578466827986,False,False,0
Kepler-197 Ae,,0.0827,25.2100146,0.1598,0.38,5963.52,1.093,1.2094,330.575,0.039770274018135,0.0938578466827986,False,False,0
Kepler-1980 b,,0.1972,33.0257179,0.2049,0.0,5671.0,1.01,1.34,1709.4,0.04182169361887294,0.09869919694054015,False,False,0
Kepler-1981 Ab,,0.83968,453.5429993,1.3292,0.0,5883.45,1.07,1.274,659.395,0.0403115220682811,0.09513519208114339,True,False,0
Kepler-1982 b,,0.077313,3.823159933,0.0511,0.0,6451.0,1.31,1.227,558.855,0.03676497047165221,0.08676533031309923,False,True,0
Kepler-1983 b,,0.14658,7.328519821,0.0689,0.0,5022.0,0.835,0.759,424.428,0.04722636887945608,0.11145423055551634,False,True,0
Kepler-1984 Ab,,0.071871,1.99285996,0.0238,,3638.0,0.45,0.42,203.05,0.06519264005294899,0.15385463052495962,False,False,0
Kepler-1985 b,,0.1981,3.420650005,0.0426,0.0,5370.0,0.877,0.966,1015.27,0.04416588910849692,0.10423149829605273,False,False,0
Kepler-1986 Ab,,0.2632,19.54929924,0.1307,0.0,5293.51,0.91,0.7403,912.085,0.044804076031334295,0.10573761943394894,False,False,0
Kepler-1987 b,,0.1347,2.345860004,0.0318,0.0,4711.0,0.75,0.738,595.683,0.050344051053412955,0.11881196048605458,False,False,0
Kepler-1987 c,,0.1481,3.648269892,0.0427,0.0,4711.0,0.75,0.738,595.683,0.050344051053412955,0.11881196048605458,False,False,0
Kepler-1987 d,,0.29129,5.644889832,0.0571,0.0,4711.0,0.75,0.738,595.683,0.050344051053412955,0.11881196048605458,False,True,0
Kepler-1987 e,,0.21884,8.742970467,0.0765,0.0,4711.0,0.75,0.738,595.683,0.050344051053412955,0.11881196048605458,False,True,0
Kepler-1988 Ab,,0.1383,11.49499989,0.1038,0.0,5801.01,1.127,1.788,513.426,0.0408844019425287,0.09648718858436774,False,False,0
Kepler-1989 Ab,,0.42475,10.16100025,0.0918,0.0,5953.0,1.09,1.296,1252.13,0.03984055510039114,0.0940237100369231,False,True,0
Kepler-198 b,,0.252,17.790037,0.131,,5574.0,0.93,0.94,502.52,0.042549484124978186,0.10041678253494853,False,False,0
Kepler-198 c,,0.22,49.567416,0.259,,5574.0,0.93,0.94,502.52,0.042549484124978186,0.10041678253494853,False,False,0
Kepler-1990 b,,0.34919,1.735129952,0.0286,0.0,5940.0,1.08,1.0804,392.739,0.03992774823444923,0.09422948583330018,False,False,0
Kepler-1990 c,,0.1059,4.068429947,0.0504,0.0,5940.0,1.08,1.0804,392.739,0.03992774823444923,0.09422948583330018,False,True,0
Kepler-1991 b,,0.16469,13.26080036,0.1065,0.0,5477.0,0.96,0.98,855.82,0.04330305359003623,0.1021952064724855,False,False,0
Kepler-1991 c,,0.25944,22.79019928,0.1528,0.0,5477.0,0.96,0.98,855.82,0.04330305359003623,0.1021952064724855,False,False,0
Kepler-1992 b,,0.09162,15.61120033,0.1169,0.0,5373.47,0.93,1.1425,532.955,0.044137368313702026,0.10416418922033678,False,False,0
Kepler-1993 b,,0.39495,26.65660095,0.1943,0.0,4939.47,1.373,3.14,1031.91,0.048015439816949675,0.11331643796800124,False,False,0
Kepler-1994 b,,0.05549,4.612319946,0.053,0.0,5337.39,0.921,1.1147,241.991,0.04443573066847812,0.10486832437760836,False,True,0
Kepler-1995 b,,0.4119,73.75779724,0.3259,0.0,4693.0,0.75,0.798,595.331,0.0505371456451371,0.11926766372252356,False,False,0
Kepler-1996 b,,0.20466,32.37609863,0.1726,0.0,4519.0,0.71,0.765,440.561,0.052483032642759116,0.12385995703691151,False,False,0
Kepler-1996 c,,0.25096,92.72949982,0.3608,0.0,4519.0,0.71,0.765,440.561,0.052483032642759116,0.12385995703691151,False,False,0
Kepler-1997 Ab,,0.21795,26.75749969,0.1815,0.0,6031.0,1.12,1.06582,1502.34,0.039325290086657014,0.09280768460451055,False,False,0
Kepler-1998 b,,0.061933,3.03263998,0.0405,0.0,5581.44,0.985,0.9914,340.965,0.04249276611638367,0.10028292803466546,False,False,0
Kepler-1999 b,,0.31698,8.739450455,0.0713,0.0,4376.0,0.68,0.7143,701.255,0.05419808604036299,0.12790748305525665,False,True,0
Kepler-199 Bb,,0.277,23.637604,0.158,,5698.3,1.01,0.918,521.054,0.041621329960273845,0.09822633870624627,False,False,0
Kepler-199 Bc,,0.29,67.093408,0.316,,5698.3,1.01,0.918,521.054,0.041621329960273845,0.09822633870624627,False,False,0
Kepler-19 b,0.02643,0.198,9.28716,0.085,0.12,5544.0,0.94,0.86,219.95,0.04277973025119561,0.10096016339282163,False,True,0
Kepler-2000 b,,0.2962,6.383150101,0.0562,0.0,3886.0,0.632,0.656,320.588,0.06103212159357397,0.14403580696083457,False,False,0
Kepler-2000 c,,0.196,20.6182003,0.1228,0.0,3886.0,0.632,0.656,320.588,0.06103212159357397,0.14403580696083457,False,True,0
Kepler-2001 b,,0.1062,1.090039968,0.0197,0.0,4838.0,0.79,0.759,776.55,0.04902249369835231,0.11569308512811144,False,False,0
Kepler-2001 c,,0.364,14.09449959,0.1084,0.0,4838.0,0.79,0.759,776.55,0.04902249369835231,0.11569308512811144,False,True,0
Kepler-200 b,,0.19,8.594805,0.08,,5678.0,,0.94,678.93,0.041770134644703846,0.09857751776150107,False,True,0
Kepler-200 c,,0.142,10.222157,0.09,,5678.0,,0.94,678.93,0.041770134644703846,0.09857751776150107,False,True,0
Kepler-201 b,,0.219,25.672083,0.175,,6065.0,1.17,1.23,648.18,0.03910483503918029,0.09228741069246547,False,False,0
Kepler-201 c,,0.254,151.884058,0.573,,6065.0,1.17,1.23,648.18,0.03910483503918029,0.09228741069246547,False,False,0
Kepler-202 b,,0.145,4.069427,0.045,,4668.0,,0.67,287.48,0.05080780302327087,0.11990641513491926,False,False,0
Kepler-202 c,,0.165,16.282493,0.113,,4668.0,,0.67,287.48,0.05080780302327087,0.11990641513491926,False,True,0
Kepler-203 b,,0.229,3.162697,0.043,,5821.0,0.98,1.11,717.73,0.040744000088065356,0.09615584020783424,False,True,0
Kepler-203 c,,0.22,5.370647,0.061,,5821.0,0.98,1.11,717.73,0.040744000088065356,0.09615584020783424,False,True,0
Kepler-203 d,,0.128,11.32972,0.1,,5821.0,0.98,1.11,717.73,0.040744000088065356,0.09615584020783424,False,False,0
Kepler-204 b,,0.226,14.400974,0.117,,5812.0,0.96,1.24,700.59,0.0408070929994199,0.09630473947863095,False,False,0
Kepler-204 c,,0.16,25.660593,0.173,,5812.0,0.96,1.24,700.59,0.0408070929994199,0.09630473947863095,False,False,0
Kepler-205 b,,0.135,2.75564,0.032,,4321.0,,0.55,160.46,0.05488794827878465,0.12953555793793176,False,False,0
Kepler-205 c,,0.146,20.306546,0.122,,4321.0,,0.55,160.46,0.05488794827878465,0.12953555793793176,False,True,0
Kepler-206 b,,0.107,7.781987,0.078,,5764.0,0.94,1.19,604.81,0.041146916119470585,0.09710672204195057,False,True,0
Kepler-206 c,,0.158,13.137471,0.111,,5764.0,0.94,1.19,604.81,0.041146916119470585,0.09710672204195057,False,False,0
Kepler-206 d,,0.106,23.44281,0.163,,5764.0,0.94,1.19,604.81,0.041146916119470585,0.09710672204195057,False,False,0
Kepler-207 b,,0.14,1.611865,0.029,,5920.0,,1.59,898.2,0.040062639275781825,0.09454782869084512,False,False,0
Kepler-207 c,,0.134,3.071571,0.044,,5920.0,,1.59,898.2,0.040062639275781825,0.09454782869084512,False,True,0
Kepler-207 d,,0.295,5.868075,0.068,,5920.0,,1.59,898.2,0.040062639275781825,0.09454782869084512,False,True,0
Kepler-208 b,,0.145,4.22864,0.054,,6092.0,1.03,1.31,793.01,0.03893152076701058,0.09187838901014497,False,True,0
Kepler-208 c,,0.124,7.466623,0.079,,6092.0,1.03,1.31,793.01,0.03893152076701058,0.09187838901014497,False,True,0
Kepler-208 d,,0.107,11.131786,0.103,,6092.0,1.03,1.31,793.01,0.03893152076701058,0.09187838901014497,False,False,0
Kepler-208 e,,0.132,16.259458,0.132,,6092.0,1.03,1.31,793.01,0.03893152076701058,0.09187838901014497,False,False,0
Kepler-209 b,,0.202,16.087845,0.122,,5513.0,,0.94,586.68,0.04302028378607445,0.1015278697351357,False,False,0
Kepler-209 c,,0.277,41.749882,0.231,,5513.0,,0.94,586.68,0.04302028378607445,0.1015278697351357,False,False,0
Kepler-20 Ab,0.029963,0.17905,3.6961049,0.045862,0.03,5495.0,0.929,0.9164,282.563,0.04316120555279863,0.10186044510460476,False,True,0
Kepler-20 Ac,0.0349,0.2569,10.8540774,0.094,0.16,5495.0,0.929,0.9164,282.563,0.04316120555279863,0.10186044510460476,False,True,0
Kepler-20 Ad,0.040733,0.22232,77.611455,0.349,0.0,5495.0,0.929,0.9164,282.563,0.04316120555279863,0.10186044510460476,False,False,0
Kepler-20 Ae,0.0097,0.06994,6.0984882,0.064,,5495.0,0.929,0.9164,282.563,0.04316120555279863,0.10186044510460476,False,True,0
Kepler-20 Af,0.045,0.08404,19.578328,0.13936,0.0,5495.0,0.929,0.9164,282.563,0.04316120555279863,0.10186044510460476,False,False,0
Kepler-210 b,,0.262,2.453234,0.032,0.44,4559.0,0.63,0.65,234.33,0.05202255418131793,0.12277322786791031,False,False,0
Kepler-210 c,,0.323,7.972513,0.07,0.5,4559.0,0.63,0.65,234.33,0.05202255418131793,0.12277322786791031,False,True,0
Kepler-211 b,,0.112,4.138575,0.048,,5123.0,0.97,0.82,312.14,0.046295300509980174,0.10925690920355322,False,True,0
Kepler-211 c,,0.115,6.04045,0.062,,5123.0,0.97,0.82,312.14,0.046295300509980174,0.10925690920355322,False,True,0
Kepler-212 b,,0.097,16.257582,0.133,,5852.0,1.16,1.46,701.04,0.040528165501132675,0.09564647058267312,False,False,0
Kepler-212 c,,0.244,31.805174,0.207,,5852.0,1.16,1.46,701.04,0.040528165501132675,0.09564647058267312,False,False,0
Kepler-213 b,,0.145,2.46236,0.036,,5696.0,0.94,1.2,646.74,0.04163813632595303,0.09826600172924915,False,False,0
Kepler-213 c,,0.209,4.822962,0.057,,5696.0,0.94,1.2,646.74,0.04163813632595303,0.09826600172924915,False,True,0
Kepler-214 b,,0.233,15.660544,0.13,,6169.0,,1.35,1252.07,0.03844558672598937,0.0907315846733349,False,False,0
Kepler-214 c,,0.19,28.7798,0.194,,6169.0,,1.35,1252.07,0.03844558672598937,0.0907315846733349,False,False,0
Kepler-215 b,,0.145,9.360672,0.084,,5739.0,0.77,1.03,492.9,0.041326158653533444,0.09752973442233892,False,True,0
Kepler-215 c,,0.158,14.667108,0.113,,5739.0,0.77,1.03,492.9,0.041326158653533444,0.09752973442233892,False,False,0
Kepler-215 d,,0.213,30.864423,0.185,,5739.0,0.77,1.03,492.9,0.041326158653533444,0.09752973442233892,False,False,0
Kepler-215 e,,0.156,68.16101,0.314,,5739.0,0.77,1.03,492.9,0.041326158653533444,0.09752973442233892,False,False,0
Kepler-216 b,,0.21,7.693641,0.079,,6091.0,,1.26,1229.44,0.03893791241382834,0.09189347329663489,False,True,0
Kepler-216 c,,0.271,17.406669,0.136,,6091.0,,1.26,1229.44,0.03893791241382834,0.09189347329663489,False,False,0
Kepler-217 b,,0.199,5.374943,0.065,,6171.0,,1.8,1140.95,0.03843312664278535,0.09070217887697343,False,True,0
Kepler-217 c,,0.165,8.586004,0.089,,6171.0,,1.8,1140.95,0.03843312664278535,0.09070217887697343,False,True,0
Kepler-218 b,,0.132,3.619337,0.046,,5502.0,,1.06,669.02,0.04310629307754061,0.10173085166299584,False,True,0
Kepler-218 c,,0.28,44.699576,0.248,,5502.0,,1.06,669.02,0.04310629307754061,0.10173085166299584,False,False,0
Kepler-219 b,,0.263,4.585512,0.057,,5786.0,,1.49,805.3,0.04099046396692507,0.09673749496194317,False,True,0
Kepler-219 c,,0.319,22.714613,0.165,,5786.0,,1.49,805.3,0.04099046396692507,0.09673749496194317,False,False,0
Kepler-219 d,,0.251,47.903645,0.272,,5786.0,,1.49,805.3,0.04099046396692507,0.09673749496194317,False,False,0
Kepler-21 Ab,0.02102,0.1472,2.785823,0.0434281,0.02,6305.0,1.408,1.902,108.522,0.03761630840802989,0.08877448784295054,False,True,0
Kepler-220 b,,0.072,4.159807,0.046,,4632.0,,0.67,171.96,0.0512026823213792,0.1208383302784549,False,False,0
Kepler-220 c,,0.14,9.034199,0.076,,4632.0,,0.67,171.96,0.0512026823213792,0.1208383302784549,False,True,0
Kepler-220 d,,0.087,28.122397,0.163,,4632.0,,0.67,171.96,0.0512026823213792,0.1208383302784549,False,False,0
Kepler-220 e,,0.119,45.902733,0.226,,4632.0,,0.67,171.96,0.0512026823213792,0.1208383302784549,False,False,0
Kepler-221 b,,0.153,2.795906,0.037,,5243.0,0.72,0.82,389.55,0.045235709424495216,0.10675627424180871,False,False,0
Kepler-221 c,,0.261,5.690586,0.059,,5243.0,0.72,0.82,389.55,0.045235709424495216,0.10675627424180871,False,True,0
Kepler-221 d,,0.244,10.04156,0.087,,5243.0,0.72,0.82,389.55,0.045235709424495216,0.10675627424180871,False,True,0
Kepler-221 e,,0.235,18.369917,0.13,,5243.0,0.72,0.82,389.55,0.045235709424495216,0.10675627424180871,False,False,0
Kepler-222 b,,0.282,3.936981,0.048,,5433.0,,0.87,775.61,0.04365375014036967,0.10302285033127243,False,True,0
Kepler-222 c,,0.414,10.08881,0.091,,5433.0,,0.87,775.61,0.04365375014036967,0.10302285033127243,False,True,0
Kepler-222 d,,0.329,28.081912,0.18,,5433.0,,0.87,775.61,0.04365375014036967,0.10302285033127243,False,False,0
Kepler-223 b,0.02328,0.267,7.38449,0.073,0.078,5829.0,1.12,1.72,1960.49,0.04068808106238264,0.09602387130722304,False,True,0
Kepler-223 c,0.01605,0.307,9.84564,0.088,0.15,5829.0,1.12,1.72,1960.49,0.04068808106238264,0.09602387130722304,False,True,0
Kepler-223 d,0.02517,0.467,14.78869,0.116,0.037,5829.0,1.12,1.72,1960.49,0.04068808106238264,0.09602387130722304,False,False,0
Kepler-223 e,0.0151,0.41,19.72567,0.14,0.051,5829.0,1.12,1.72,1960.49,0.04068808106238264,0.09602387130722304,False,False,0
Kepler-224 b,,0.124,3.132924,0.038,,5018.0,0.74,0.68,799.75,0.04726401445050388,0.11154307410318914,False,False,0
Kepler-224 c,,0.278,5.925003,0.058,,5018.0,0.74,0.68,799.75,0.04726401445050388,0.11154307410318914,False,True,0
Kepler-224 d,,0.205,11.349393,0.089,,5018.0,0.74,0.68,799.75,0.04726401445050388,0.11154307410318914,False,True,0
Kepler-224 e,,0.176,18.643577,0.124,,5018.0,0.74,0.68,799.75,0.04726401445050388,0.11154307410318914,False,False,0
Kepler-225 b,,0.107,6.738975,0.056,,3682.0,,0.48,569.99,0.06441358623373938,0.15201606351162497,False,False,0
Kepler-225 c,,0.164,18.794234,0.111,,3682.0,,0.48,569.99,0.06441358623373938,0.15201606351162497,False,True,0
Kepler-226 b,,0.138,3.940997,0.047,,5571.0,0.86,0.8,1008.14,0.04257239714820112,0.10047085726975465,False,True,0
Kepler-226 c,,0.203,5.349555,0.058,,5571.0,0.86,0.8,1008.14,0.04257239714820112,0.10047085726975465,False,True,0
Kepler-226 d,,0.109,8.109044,0.076,,5571.0,0.86,0.8,1008.14,0.04257239714820112,0.10047085726975465,False,True,0
Kepler-227 b,,0.277,9.488015,0.09,,5854.0,,1.09,1117.5,0.04051431918562153,0.09561379327806681,False,True,0
Kepler-227 c,,0.271,54.418694,0.29,,5854.0,,1.09,1117.5,0.04051431918562153,0.09561379327806681,False,False,0
Kepler-228 b,,0.136,2.566546,0.038,,6043.0,,1.01,1724.6,0.03924719915813809,0.0926233900132059,False,False,0
Kepler-228 c,,0.241,4.134444,0.052,,6043.0,,1.01,1724.6,0.03924719915813809,0.0926233900132059,False,True,0
Kepler-228 d,,0.36,11.094286,0.101,,6043.0,,1.01,1724.6,0.03924719915813809,0.0926233900132059,False,False,0
Kepler-229 b,,0.196,6.252972,0.062,,5120.0,,0.73,845.88,0.04632242666262275,0.10932092692378968,False,True,0
Kepler-229 c,,0.439,16.068638,0.117,,5120.0,,0.73,845.88,0.04632242666262275,0.10932092692378968,False,False,0
Kepler-229 d,,0.343,41.194912,0.22,,5120.0,,0.73,845.88,0.04632242666262275,0.10932092692378968,False,False,0
