planet_name,mass,radius,orbital_period,semi_major_axis,eccentricity,star_teff,star_mass,star_radius,distance_pc,hz_inner_au,hz_outer_au,earth_sized,in_hz,habitability_label
HAT-P-52 b,0.819,1.009,2.7535953,0.03694,0.047,5131.0,0.887,0.893,385.0,0.046223119180009445,0.10908656126482229,True,False,0
HAT-P-53 b,1.487,1.318,1.9616241,0.03159,0.134,5956.0,1.093,1.209,719.0,0.03982048766162331,0.09397635088143101,True,False,0
HAT-P-54 b,0.76,0.944,3.799847,0.04117,0.074,4390.0,0.645,0.617,135.8,0.05402524476369668,0.12749957764232417,True,False,0
HAT-P-55 b,0.582,1.182,3.5852467,0.04604,0.139,5808.0,1.013,1.011,480.0,0.04083519705795944,0.09637106505678428,True,True,1
HAT-P-56 b,2.31,1.51,2.79083,0.0423,0.246,6566.0,1.42,1.47,323.5,0.036121051555380514,0.085245681670698,False,True,0
HAT-P-57 Ab,1.85,1.413,2.465295,0.0406,0.0,7500.0,1.47,1.5,303.0,0.0316227766016838,0.07462975277997376,True,True,1
HAT-P-58 b,0.372,1.332,4.013837,0.04994,0.073,5931.0,1.031,1.53,519.0,0.03998833662327237,0.0943724744309228,True,True,1
HAT-P-59 b,1.54,1.123,4.1419771,0.05064,0.03,5678.0,1.0,1.1,267.3,0.041770134644703846,0.09857751776150107,True,True,1
HAT-P-5 b,1.06,1.252,2.788491,0.04079,0.0,5960.0,1.163,1.137,340.0,0.03979376250211887,0.09391327950500053,True,True,1
HAT-P-60 b,0.574,1.631,4.7947813,0.06277,0.25,6212.0,1.435,2.197,235.4,0.0381794630574096,0.09010353281548665,False,True,0
HAT-P-61 b,1.057,0.899,1.90231289,0.0301,,5587.0,1.004,0.938,343.2,0.04245047870281519,0.10018312973864385,True,False,0
HAT-P-62 b,0.761,1.073,2.6453235,0.03772,0.1,5629.0,1.023,1.17,353.1,0.042133740364652415,0.09943562726057971,True,False,0
HAT-P-63 b,0.614,1.119,3.377728,0.04294,0.069,5400.0,0.925,0.9661,408.0,0.04392052305789415,0.1036524344166302,True,False,0
HAT-P-64 b,0.58,1.703,4.007232,0.05387,,6457.0,1.298,1.735,635.0,0.036730807575132175,0.08668470587731193,False,True,0
HAT-P-65 b,0.527,1.89,2.6054552,0.03951,0.3,5835.0,1.212,1.86,841.0,0.040646242418616696,0.0959251321079354,False,False,0
HAT-P-66 b,0.783,1.59,2.972086,0.04363,0.0,6002.0,1.255,1.881,927.0,0.03951529898577615,0.09325610560643172,False,True,0
HAT-P-67 Ab,0.45,2.14,4.8101088,0.06505,0.24,6417.0,1.292,2.648,371.686,0.03695976694913954,0.08722504999996931,False,True,0
HAT-P-68 b,0.724,1.072,2.29840551,0.02996,0.041,4508.0,0.6785,0.67,202.0,0.05261109683066292,0.1241621885203645,True,False,0
HAT-P-69 b,3.58,1.676,4.7869491,0.06555,0.0,7724.0,1.698,1.854,343.9,0.03070569970386179,0.07246545130111383,False,True,0
HAT-P-6 b,1.11,1.275,3.8529972,0.0494,0.0,6570.0,1.29,1.46,200.0,0.03609906004758424,0.0851937817122988,True,True,1
HAT-P-70 b,6.78,1.87,2.74432452,0.04739,0.0,8450.0,1.89,1.858,329.0,0.028067553196760762,0.0662394255443554,False,True,0
HAT-P-7 Ab,1.79,1.51,2.20473825,0.039,0.0,6532.23,1.347,1.993,320.0,0.036307788383542594,0.08568638058516052,False,True,0
HAT-P-8 Ab,1.35,1.42,3.076318,0.0473,0.0,6401.79,1.285,1.431,211.553,0.03704757958518296,0.0874322878210318,True,True,1
HAT-P-9 b,0.67,1.4,3.922814,0.053,0.0,6350.0,1.28,1.32,480.0,0.037349736143721016,0.0881453772991816,True,True,1
HATS-10 b,0.526,0.969,3.312846,0.0449,0.5,5880.0,1.1,1.105,496.0,0.040335174236841576,0.09519101119894612,True,True,1
HATS-11 b,0.85,1.609,3.619188,0.0507,0.34,5871.0,1.06,1.462,944.603,0.040397006389478525,0.09533693507916932,False,True,0
HATS-12 b,2.38,0.692,3.142702,0.0441,0.085,6357.0,1.16,1.17,512.41,0.03730860854375152,0.08804831616325359,False,True,0
HATS-13 b,0.543,1.212,3.0440499,0.04057,0.18,5523.0,0.962,0.887,476.0,0.042942390822492925,0.10134404234108331,True,False,0
HATS-14 b,1.071,1.039,2.7667641,0.03815,0.142,5346.0,0.967,0.933,513.0,0.044364164704943594,0.10469942870366689,True,False,0
HATS-15 b,2.17,1.105,1.74748753,0.02712,0.0,5311.0,0.871,0.922,689.0,0.04465652881051185,0.10538940799280798,True,False,0
HATS-16 b,3.27,1.3,2.686502,0.03744,0.0,5738.0,0.97,1.238,774.0,0.04133336084221479,0.0975467315876269,True,False,0
HATS-17 b,1.338,0.777,16.254611,0.1308,0.029,5846.0,1.131,1.091,339.0,0.04056976129193097,0.09574463664895708,False,False,0
HATS-18 b,1.98,1.337,0.8378434,0.01761,0.166,5600.0,1.037,1.02,645.0,0.042351932948683654,0.09995056175889341,True,False,0
HATS-19 b,0.427,1.66,4.569673,0.0589,0.3,5896.0,1.303,1.74,780.0,0.04022571650485557,0.09493269095145915,False,True,0
HATS-1 Ab,1.855,1.302,3.446459,0.0444,0.12,5870.0,0.986,1.038,303.0,0.04040388833264539,0.09535317646504313,True,True,1
HATS-20 b,0.273,0.776,3.7992969,0.04619,0.5,5406.0,0.91,0.892,454.0,0.043871776639405925,0.10353739286899799,False,True,0
HATS-21 b,0.332,1.123,3.5543973,0.04676,0.0,5695.0,1.08,1.021,286.0,0.04164544767561518,0.09828325651445181,True,True,1
HATS-22 b,2.74,0.953,4.7228124,0.05025,0.079,4803.0,0.759,0.689,207.9,0.049379726111311355,0.1165361536226948,True,True,1
HATS-23 b,1.47,1.86,2.1605156,0.03397,0.114,5780.0,1.121,1.199,747.0,0.04103301462156202,0.09683791450688636,False,False,0
HATS-24 b,2.44,1.487,1.3484954,0.02547,0.24,6346.0,1.212,1.172,510.0,0.03737327836631397,0.08820093694450096,True,False,0
HATS-25 b,0.613,1.26,4.2986432,0.05163,0.088,5715.0,0.994,1.107,466.0,0.04149970682635668,0.09793930811020178,True,True,1
HATS-26 b,0.65,1.75,3.3023881,0.04735,0.122,6071.0,1.299,2.04,907.0,0.03906618753296466,0.0921962025777966,False,True,0
HATS-27 b,0.53,1.5,4.637038,0.0611,0.29,6438.0,1.415,1.74,840.0,0.036839208529454555,0.08694053212951275,True,True,1
HATS-28 b,0.672,1.194,3.1810781,0.04131,0.101,5498.0,0.929,0.922,521.0,0.04313765451302809,0.1018048646507463,True,False,0
HATS-29 b,0.653,1.251,4.6058749,0.05475,0.079,5670.0,1.032,1.073,351.0,0.04182906957894681,0.09871660420631448,True,True,1
HATS-2 b,1.345,1.168,1.354133,0.023,0.0,5227.0,0.882,0.898,360.0,0.04537417725514222,0.10708305832213565,True,False,0
HATS-30 Ab,0.706,1.175,3.1743516,0.04354,0.048,5943.0,1.093,1.061,339.0,0.03990759288450756,0.09418191920743785,True,True,1
HATS-31 b,0.88,1.64,3.37796,0.0478,0.233,6050.0,1.275,1.87,872.0,0.039201789175641065,0.09251622245451292,False,True,0
HATS-32 b,0.92,1.249,2.8126548,0.04024,0.471,5700.0,1.099,1.097,839.0,0.041608916581162884,0.09819704313154441,True,False,0
HATS-33 b,1.192,1.23,2.5495551,0.03727,0.08,5659.0,1.062,1.022,355.0,0.041910377189013685,0.0989084901660723,True,False,0
HATS-34 b,0.941,1.43,2.1061607,0.03166,0.0,5380.0,0.955,0.98,532.0,0.04408379637781198,0.10403775945163628,True,False,0
HATS-35 b,1.222,1.464,1.8209933,0.03199,0.0,6300.0,1.317,1.433,557.0,0.03764616262105213,0.08884494378568303,True,False,0
HATS-36 b,2.79,1.153,4.175186,0.0523,0.294,5950.0,1.1,1.1,878.65,0.03986064277523167,0.09407111694954674,True,True,1
HATS-37 Ab,0.099,0.606,4.3315366,0.04913,0.345,5326.0,0.843,0.877,211.1,0.044530759390279465,0.10509259216105954,False,True,0
HATS-38 b,0.074,0.614,4.375021,0.05036,0.122,5732.0,0.89,1.105,347.7,0.04137662674679492,0.097648839122436,False,True,0
HATS-39 b,0.63,1.57,4.5776348,0.06,0.275,6572.0,1.379,1.621,773.0,0.03608807433241455,0.08516785542449834,False,True,0
HATS-3 b,1.071,1.381,3.547851,0.0485,,6351.0,1.209,1.404,453.0,0.03734385522163887,0.08813149832306773,True,True,1
HATS-40 b,1.59,1.58,3.2642736,0.04997,0.312,6460.0,1.56,2.26,1431.0,0.03671374992455549,0.08664444982195095,False,True,0
HATS-41 b,9.7,1.33,4.193649,0.0583,0.38,6424.0,1.496,1.71,800.0,0.03691949323048388,0.08713000402394196,True,True,1
HATS-42 b,1.88,1.4,2.292102,0.03689,0.229,6060.0,1.273,1.48,942.0,0.039137099754559146,0.09236355542075958,True,False,0
HATS-43 b,0.261,1.18,4.3888497,0.04944,0.173,5099.0,0.837,0.812,341.0,0.046513203473745525,0.10977116019803944,True,True,1
HATS-44 b,0.56,1.067,2.7439004,0.03649,0.279,5080.0,0.86,0.847,463.0,0.046687170179651266,0.11018172162397698,True,False,0
HATS-45 b,0.7,1.286,4.1876244,0.05511,0.24,6450.0,1.272,1.315,818.0,0.036770670467074176,0.08677878230229506,True,True,1
HATS-46 b,0.173,0.903,4.7423729,0.05367,0.559,5495.0,0.917,0.853,448.0,0.04316120555279863,0.10186044510460476,True,True,1
HATS-47 b,0.369,1.117,3.9228038,0.04269,0.088,4512.0,0.674,0.6564,301.7,0.05256445578737332,0.12405211565820104,True,False,0
HATS-48 Ab,0.243,0.8,3.1316666,0.03769,0.162,4546.0,0.7279,0.7152,265.4,0.05217132083427815,0.12312431716889642,True,False,0
HATS-49 b,0.353,0.765,4.1480467,0.04515,0.071,4405.0,0.7133,0.6977,324.6,0.05384127684736174,0.1270654133597737,False,False,0
HATS-4 b,1.323,1.02,2.516729,0.0362,0.013,5403.0,1.001,0.925,420.0,0.04389613631549666,0.10359488170457212,True,False,0
HATS-50 b,0.39,1.13,3.8297015,0.05046,0.516,5990.0,1.168,1.117,717.0,0.03959446152130692,0.09344292919028432,True,True,1
HATS-51 b,0.768,1.41,3.3488702,0.04639,0.33,5758.0,1.187,1.44,478.0,0.041189792378018134,0.0972079100121228,True,True,1
HATS-52 b,2.24,1.382,1.3665436,0.02498,0.246,6010.0,1.111,1.046,631.0,0.039462699586127865,0.09313197102326176,True,False,0
HATS-53 b,0.595,1.34,3.8537768,0.04753,0.33,5644.0,0.964,1.1,613.0,0.04202176196184062,0.09917135822994386,True,True,1
HATS-54 b,0.753,1.015,2.5441765,0.037,0.126,5621.0,1.05,1.23,720.0,0.04219370654912444,0.09957714745593367,True,False,0
HATS-55 b,0.921,1.251,,0.05412,0.092,6214.0,1.1955,1.126,623.6,0.038167174849151664,0.09007453264399792,True,True,1
HATS-56 b,0.602,1.688,4.324799,0.06043,0.019,6536.0,1.573,2.201,577.1,0.03628684585566531,0.08563695621937012,False,True,0
HATS-57 Ab,3.147,1.13,2.350621,0.03493,0.028,5587.0,1.026,0.96,280.0,0.04245047870281519,0.10018312973864385,True,False,0
HATS-58 Ab,1.03,1.095,4.2180896,0.05798,,7175.0,1.461,1.433,492.0,0.03305516717946041,0.07801019454352656,True,True,1
HATS-59 b,0.806,1.126,5.416081,0.06112,0.129,5670.0,1.038,1.036,654.0,0.04182906957894681,0.09871660420631448,True,True,1
HATS-5 b,0.237,0.912,4.763387,0.0542,0.019,5304.0,0.936,0.871,257.0,0.0447154646517022,0.10552849657801719,True,True,1
HATS-60 b,0.662,1.153,3.560829,0.04708,0.191,5690.0,1.1,1.46,494.7,0.04168204297234243,0.09836962141472815,True,True,1
HATS-61 b,3.4,1.195,7.817953,0.07908,0.092,5541.0,1.075,1.667,694.2,0.04280289198928505,0.10101482509471271,True,True,1
HATS-62 b,0.179,1.055,3.2768837,0.04163,0.298,5435.0,0.911,0.923,515.9,0.04363768620287552,0.10298493943878623,True,False,0
HATS-63 b,0.96,1.207,3.0566527,0.04026,0.136,5626.0,0.931,1.07,634.4,0.042156207698654184,0.09948865016882387,True,False,0
HATS-64 b,0.96,1.679,4.908897,0.06562,0.151,6560.0,1.562,2.113,1087.0,0.03615408910253482,0.08532365028198217,False,True,0
HATS-65 Ab,0.821,1.501,3.105161,0.04497,0.062,6276.0,1.269,1.296,491.0,0.03779012500201218,0.08918469500474875,False,True,0
HATS-66 b,5.33,1.411,3.1414391,0.04714,0.064,6606.0,1.406,1.851,1542.0,0.035902334924709116,0.08472951042231351,True,True,1
HATS-67 b,1.45,1.685,1.6091788,0.03032,0.057,6605.0,1.44,1.44,983.0,0.03590777055452361,0.08474233850867573,False,False,0
HATS-68 b,1.29,1.2321,3.5862202,0.05071,0.036,6122.0,1.337,1.769,619.0,0.038740742324833134,0.09142815188660619,True,True,1
HATS-69 b,0.577,0.945,2.2252577,0.03211,0.519,5137.0,0.892,0.8785,420.3,0.04616913072077642,0.10895914850103235,True,False,0
HATS-6 Bb,0.319,0.998,3.3252725,0.03623,,3724.0,0.574,0.57,148.4,0.06368711721606564,0.1503015966299149,True,False,0
HATS-70 b,12.9,1.384,1.8882378,0.03632,0.18,7930.0,1.78,1.88,1307.0,0.029908048488351633,0.07058299443250986,True,True,1
HATS-71 b,0.45,1.08,3.7955213,0.03946,,3254.0,0.569,0.5161,140.68,0.07288593254844143,0.17201080081432177,True,False,0
HATS-72 b,0.1254,0.7224,7.3279474,0.066517,0.013,4656.1,0.7311,0.7214,127.66,0.05093765694736548,0.12021287039578253,False,True,0
HATS-74 Ab,1.46,1.032,1.73185606,0.02384,0.044,3776.9,0.6,0.5758,286.6,0.06279510299786292,0.1481964430749565,True,False,0
HATS-75 b,0.491,0.884,2.7886556,0.032742,0.064,3790.4,0.6017,0.5848,195.3,0.06257145011413794,0.14766862226936553,True,False,0
HATS-76 b,2.629,1.079,1.9416423,0.02658,0.062,4016.0,0.662,0.626,390.0,0.059056480207327795,0.1393732932892936,True,False,0
HATS-77 b,1.374,1.165,3.0876262,0.03607,0.045,4071.0,0.655,0.643,414.0,0.058258615699491145,0.1374903330507991,True,False,0
HATS-7 b,0.12,0.563,3.185315,0.04012,0.0,4985.0,0.849,0.815,257.0,0.047576895589293566,0.11228147359073282,False,False,0
HATS-8 b,0.138,0.873,3.583893,0.04667,0.38,5679.0,1.056,1.086,829.0,0.0417627794528312,0.09856015950868165,True,True,1
HATS-9 b,0.839,1.236,1.915291,0.0312,0.129,5599.0,1.1,1.56,654.36,0.042359497144602326,0.09996841326126149,True,False,0
HD 100546 b,1.65,6.9,91250.0,53.0,,11000.0,2.4,1.6,110.0,0.021560984046602585,0.050883922349982104,False,False,0
HD 101581 b,,0.08529,4.46569,0.046,,4633.0,0.653,0.63,12.8,0.05119163058765993,0.12081224818687743,False,False,0
HD 101581 c,,0.0883,6.20401,0.0573,,4633.0,0.653,0.63,12.8,0.05119163058765993,0.12081224818687743,False,True,0
HD 104067 d,,0.116,2.1538197,0.03,0.0,4969.0,0.791,,20.8,0.04773009146963744,0.11264301586834437,False,False,0
HD 106315 b,0.033,0.214,9.55288,0.0907,0.093,6327.0,1.09,1.3,109.0,0.03748551043348008,0.08846580462301298,False,False,0
HD 106315 c,0.038,0.3908,21.05652,0.1536,0.22,6327.0,1.09,1.3,109.0,0.03748551043348008,0.08846580462301298,False,False,0
HD 108236 b,,0.14149,3.79523,0.0469,0.2,5720.0,0.853,0.894,64.6,0.041463430858851125,0.09785369682688866,False,True,0
HD 108236 c,,0.1845,6.2037,0.0651,0.18,5720.0,0.853,0.894,64.6,0.041463430858851125,0.09785369682688866,False,True,0
HD 108236 d,,0.2427,14.17555,0.1131,0.17,5720.0,0.853,0.894,64.6,0.041463430858851125,0.09785369682688866,False,False,0
HD 108236 e,,0.2783,19.5917,0.14,0.2,5720.0,0.853,0.894,64.6,0.041463430858851125,0.09785369682688866,False,False,0
HD 108236 f,,0.17995,29.54115,0.1758,0.051,5720.0,0.853,0.894,64.6,0.041463430858851125,0.09785369682688866,False,False,0
HD 109749 Ab,,0.99,5.23921,0.0635,0.0451,5868.57,1.2,1.3,63.0821,0.04041373358631293,0.09537641126369852,True,True,1
HD 110067 b,0.0179,0.19627,9.113678,0.0793,,5266.0,0.798,0.788,32.22,0.04503813606392488,0.10629000111086272,False,True,0
HD 110067 c,0.0198,0.2132,13.673694,0.104,,5266.0,0.798,0.788,32.22,0.04503813606392488,0.10629000111086272,False,True,0
HD 110067 d,0.02681,0.2543,20.519617,0.136,,5266.0,0.798,0.788,32.22,0.04503813606392488,0.10629000111086272,False,False,0
HD 110067 e,0.0123,0.1731,30.793091,0.1785,,5266.0,0.798,0.788,32.22,0.04503813606392488,0.10629000111086272,False,False,0
HD 110067 f,0.01586,0.232,41.05854,0.2163,,5266.0,0.798,0.788,32.22,0.04503813606392488,0.10629000111086272,False,False,0
HD 110067 g,0.0264,0.23258,54.76992,0.262,,5266.0,0.798,0.788,32.22,0.04503813606392488,0.10629000111086272,False,False,0
HD 110113 b,0.01432,0.1829,2.541,0.035,0.093,5732.0,0.997,0.968,106.3,0.04137662674679492,0.097648839122436,False,False,0
HD 114082 b,8.0,1.0,109.75,0.5109,0.395,6651.0,1.47,1.49,95.06,0.035659423321700266,0.08415623903921263,True,False,0
HD 114613 b,,1.182,4000.0,5.34,0.458,5641.0,1.27,2.14,20.67,0.04204411000046595,0.09922409960109964,True,False,0
HD 118203 b,2.17,1.14,6.13499,0.07082,0.31,5872.0,1.353,1.993,88.6,0.04039012679029776,0.09532069922510272,True,True,1
HD 125390 b,,1.08,1756.2,1.55,0.591,4850.0,1.36,6.17,154.3,0.04890120093043885,0.1154068341958357,True,False,0
HD 13167 Ab,,1.167,2613.0,4.1,0.563,5671.0,1.35,2.39,149.6,0.04182169361887294,0.09869919694054015,True,False,0
HD 135344 Ab,10.0,1.45,,16.5,0.5,9540.0,,1.5,134.9,0.024860673428996692,0.058671189292432195,True,False,0
HD 1397 b,0.415,1.026,11.53533,0.1097,0.251,5528.0,1.322,2.328,79.31,0.04290355002037417,0.10125237804808304,True,False,0
HD 14787 b,,1.25,676.6,1.7,0.155,4942.0,1.43,5.01,119.5,0.04799085886536391,0.11325842692225882,True,False,0
HD 149026 b,0.28,0.74,2.8758916,0.041,0.013,6147.0,1.3,1.497,78.9,0.03858318277413835,0.09105631134696651,False,True,0
HD 149143 b,,1.05,4.07206,0.052,0.0123,5730.0,1.1,,63.0,0.04139106885037146,0.09768292248687664,True,True,1
HD 1502 b,,1.183,428.5,1.262,0.031,4947.0,1.46,4.67,159.0,0.04794235385337143,0.11314395509395657,True,False,0
HD 152843 b,0.0309,0.2721,11.6264,0.1049,0.046,6310.0,1.15,1.43,107.898,0.03758650150754809,0.08870414355781349,False,False,0
HD 152843 c,0.03043,0.5299,27.13,0.148,0.074,6310.0,1.15,1.43,107.898,0.03758650150754809,0.08870414355781349,False,False,0
HD 15906 b,,0.1998,10.924709,0.09,0.11,4757.0,0.79,0.762,45.5621,0.04985722609052522,0.11766305357363951,False,True,0
HD 15906 c,,0.2614,21.583298,0.141,0.04,4757.0,0.79,0.762,45.5621,0.04985722609052522,0.11766305357363951,False,False,0
HD 159868 b,,1.202,1184.1,2.32,0.024,5534.0,1.19,2.13,52.7,0.04285703370304091,0.10114259953917656,True,False,0
HD 159868 c,,1.269,351.0,1.032,0.184,5534.0,1.19,2.13,52.7,0.04285703370304091,0.10114259953917656,True,False,0
HD 163607 b,,1.269,75.2203,0.362,0.7441,5522.0,1.12,1.76,69.0,0.04295016742351113,0.10136239511948626,True,False,0
HD 163607 c,,1.202,1272.0,2.39,0.08,5522.0,1.12,1.76,69.0,0.04295016742351113,0.10136239511948626,True,False,0
HD 17156 b,3.195,1.095,21.2163979,0.1623,0.6768,6079.0,1.275,1.508,78.24,0.039014776198820274,0.09207487182921585,True,False,0
HD 179949 b,,1.05,3.0925,0.045,0.0104,6260.0,1.28,1.19,27.0,0.03788671318093106,0.0894126431069973,True,True,1
HD 18015 Ab,,1.17,2278.0,3.87,0.148,5599.0,1.49,3.13,,0.042359497144602326,0.09996841326126149,True,False,0
HD 180902 b,,1.221,510.9,1.4,0.107,4961.0,1.41,4.16,110.0,0.04780705997029398,0.11282466152989379,True,False,0
HD 181342 b,,1.19,564.1,1.592,0.022,4945.0,1.69,4.71,110.6,0.04796174408748806,0.11318971604647182,True,False,0
HD 183579 b,0.0302,0.3149,17.471278,0.1334,0.28,5788.0,1.031,0.985,57.06,0.04097630001945895,0.09670406804592313,False,False,0
HD 18742 b,,1.166,766.0,1.82,0.04,4940.0,1.36,5.13,135.0,0.04801028836288025,0.11330428053639739,True,False,0
HD 189733 Ab,1.138,1.138,2.219,0.031,0.0,4875.0,0.8,0.805,19.3,0.048650425541051985,0.1148150042768827,True,False,0
HD 190622 b,0.0242,0.27541,15.507612,0.1236,0.055,6088.0,1.044,1.205,88.74,0.03895709995279705,0.09193875588860104,False,False,0
HD 191939 b,0.031,0.303,8.88029,0.078,0.0,5427.0,0.81,0.945,53.608,0.04370201299292951,0.10313675066331364,False,True,0
HD 191939 c,0.0227,0.2748,28.5805,0.17,0.0,5427.0,0.81,0.945,53.608,0.04370201299292951,0.10313675066331364,False,False,0
HD 191939 d,0.0182,0.2712,38.3525,0.207,0.0,5427.0,0.81,0.945,53.608,0.04370201299292951,0.10313675066331364,False,False,0
HD 192699 b,,1.206,340.94,1.063,0.082,5041.0,1.38,4.41,67.0,0.047048368282608305,0.1110341491469556,True,False,0
HD 202772 Ab,1.008,1.562,3.30896,0.0519,0.047,6230.0,1.703,2.614,147.2,0.038069153212299915,0.08984320158102779,False,True,0
HD 203030 Ab,11.0,1.3,,487.0,,5418.3,0.94,0.875,39.25,0.043772183989928284,0.10330235421623075,True,False,0
HD 20329 b,0.02335,0.1534,0.926118,0.018,0.0,5596.0,0.9,1.13,63.38,0.04238220595293575,0.10002200604892837,False,False,0
HD 206893 c,10.31,1.46,2082.0,3.62,0.38,6486.0,1.24,,38.34,0.03656657793904231,0.08629712393613986,True,False,0
HD 207496 Ab,0.0192,0.2007,6.441008,0.0629,0.23,4819.0,0.8,0.769,23.6382,0.04921577599349002,0.11614923134463646,False,True,0
HD 207897 b,0.05,0.22348,16.202157,0.1164,0.047,5071.0,0.801,0.779,28.25,0.046770030469853764,0.11037727190885488,False,False,0
HD 209458 b,0.69,1.38,3.52472,0.04747,0.0082,6092.0,1.148,1.203,47.0,0.03893152076701058,0.09187838901014497,True,True,1
HD 210702 Ab,,1.216,354.1,1.148,0.028,4951.0,1.61,4.92,56.0,0.04790362038227195,0.1130525441021618,True,False,0
HD 212301 Ab,,1.07,2.245715,0.036,0.0147,6273.13,1.22,1.166,54.2304,0.03780741424338862,0.08922549761439715,True,False,0
HD 213885 Ab,0.02778,0.15568,1.008035,0.02012,0.0,5978.0,1.068,1.101,57.97,0.039673941872303185,0.09363050281863551,False,False,0
HD 214823 Ab,,1.082,1853.9,3.23,0.1633,5933.0,1.31,2.04,101.7,0.03997485665137847,0.09434066169725318,True,False,0
HD 21520 b,0.0249,0.24061,25.1292,0.1726,0.0,5871.0,1.09,1.044,79.0,0.040397006389478525,0.09533693507916932,False,False,0
HD 219134 b,0.01343,0.134,3.093292,0.037,0.0,4699.0,0.794,0.778,6.55,0.0504726164104338,0.11911537472862378,False,False,0
HD 219134 c,0.01246,0.12624,6.765159,0.062,0.0,4699.0,0.794,0.778,6.55,0.0504726164104338,0.11911537472862378,False,True,0
HD 219666 b,0.0522,0.4202,6.03607,0.06356,0.0,5527.0,0.92,1.03,94.4,0.042911312558825486,0.10127069763882814,False,True,0
HD 221416 b,0.1904,0.836,14.2767,0.1228,0.115,5080.0,1.212,2.943,95.075,0.046687170179651266,0.11018172162397698,True,False,0
HD 22946 b,0.00821,0.12151,4.040295,0.05727,0.126,6210.0,1.104,1.157,62.87,0.038191759180777524,0.09013255166663496,False,True,0
HD 22946 c,0.0208,0.20769,9.573083,0.1017,0.16,6210.0,1.104,1.157,62.87,0.038191759180777524,0.09013255166663496,False,False,0
HD 22946 d,0.0249,0.23258,47.42489,0.2958,,6210.0,1.104,1.157,62.87,0.038191759180777524,0.09013255166663496,False,False,0
HD 260655 b,0.00673,0.1106,2.76953,0.02933,0.039,3803.0,0.439,0.439,9.9976,0.062364140024356675,0.14717937045748175,False,False,0
HD 260655 c,0.00972,0.13677,5.70588,0.04749,0.038,3803.0,0.439,0.439,9.9976,0.062364140024356675,0.14717937045748175,False,False,0
HD 2638 Ab,,1.04,3.444,0.044,0.0,5192.0,0.93,,53.71,0.045680050946191916,0.10780492023301293,True,False,0
HD 2685 b,1.18,1.44,4.12692,0.0568,0.0,6801.0,1.44,1.57,197.98,0.03487293405567246,0.08230012437138702,True,True,1
HD 28109 b,0.058195,0.19618,22.89104,0.1357,,6120.0,1.26,1.446,140.087,0.0387534026981419,0.09145803036761489,False,False,0
HD 28109 c,,0.3774,56.00819,0.308,,6120.0,1.26,1.446,140.087,0.0387534026981419,0.09145803036761489,False,False,0
HD 28109 d,,0.2899,84.26,0.411,,6120.0,1.26,1.446,140.087,0.0387534026981419,0.09145803036761489,False,False,0
HD 283869 b,,0.1749,106.0,0.4,,4655.0,0.74,0.66,47.51,0.050949693772852515,0.12024127730393193,False,False,0
HD 31221 b,12.0,1.32,4.66632,0.0618,,7712.0,1.447,1.55,124.0,0.030753478282239167,0.07257820874608444,True,True,1
HD 3167 b,0.0158,0.152,0.959624,0.0186,,5528.0,0.94,0.87,47.36,0.04290355002037417,0.10125237804808304,False,False,0
HD 3167 c,0.0308,0.255,29.83832,0.1841,0.267,5528.0,0.94,0.87,47.36,0.04290355002037417,0.10125237804808304,False,False,0
HD 330075 b,,1.06,3.6413,0.039,0.0187,6295.0,0.95,,50.2,0.03767606425935321,0.08891551165207358,True,True,1
HD 33142 b,,1.235,329.7,1.075,0.052,4978.0,1.54,4.36,126.0,0.047643797612018576,0.11243936236436383,True,False,0
HD 33142 c,,1.277,811.5,1.96,0.2,4978.0,1.54,4.36,126.0,0.047643797612018576,0.11243936236436383,True,False,0
HD 332231 b,0.244,0.867,18.71204,0.1436,0.032,6089.0,1.127,1.277,80.597,0.038950702005687045,0.09192365673342143,True,False,0
HD 33283 Ab,,0.99,18.1801,0.168,0.458,5995.0,1.24,1.2,86.0,0.03956143861761942,0.09336499513758183,True,False,0
HD 35843 c,0.03562,0.2266,46.9622,0.25,0.15,5744.0,1.03,0.879,69.6,0.0412901853260147,0.0974448373693947,False,False,0
HD 38677 c,,0.16184,6.584,0.0733,0.057,6196.0,1.21,1.26,62.0,0.03827805431126992,0.090336208174597,False,True,0
HD 38677 d,,0.12428,2.882,0.0422,0.07,6196.0,1.21,1.26,62.0,0.03827805431126992,0.090336208174597,False,True,0
HD 38677 e,,0.13123,5.516,0.0651,0.07,6196.0,1.21,1.26,62.0,0.03827805431126992,0.090336208174597,False,True,0
HD 38801 b,,1.134,686.8,1.66,0.059,5207.0,1.26,2.41,99.4,0.045548458711854894,0.10749436255997755,True,False,0
HD 41004 Bb,,1.06,1.32363,0.0177,0.058,5035.0,0.4,,43.03,0.047104433865467414,0.11116646392250311,True,False,0
HD 46375 Ab,,1.02,3.02358,0.041,0.0524,5264.378,0.9328,0.914,29.5529,0.04505201269981534,0.1063227499715642,True,False,0
HD 49674 b,,0.98,4.94739,0.058,0.0495,5482.0,1.07,0.94,40.7,0.04326355791912229,0.10210199668912862,True,True,1
